Trip_id,user_id,start_date,end_date,province
1046,0092,2021-12-14,2021-12-14,Chiang Mai
1047,0092,2021-12-14,2021-12-14,Phayao
1048,0092,2021-12-23,2021-12-23,"Chachoengsao, Prachin Buri"
1049,0092,2021-12-30,2021-12-31,"Lampang, Sukhothai"
1050,0092,2021-12-31,2022-01-01,"Chiang Mai, Lampang, Phayao"
1051,0092,2022-01-01,2022-01-01,"Phitsanulok, Sukhothai"
1052,0092,2022-01-01,2022-01-01,Chiang Mai
1053,0092,2022-01-01,2022-01-02,"Chiang Mai, Nakhon Sawan, Phichit"
1054,0092,2022-01-02,2022-01-02,"Nonthaburi, Phayao"
1055,0092,2022-01-03,2022-01-03,"Lampang, Nakhon Pathom"
1056,0092,2022-01-03,2022-01-04,"Bangkok, Chachoengsao, Chiang Mai, Lampang, Lamphun, Prachin Buri, Samut Prakan"
1057,0092,2022-01-05,2022-01-05,"Chiang Mai, Sukhothai"
1058,0092,2022-01-05,2022-01-05,Bangkok
1059,0092,2022-01-05,2022-01-05,"Lampang, Pathum Thani, Phayao"
1060,0093,2021-06-16,2021-06-18,"Lampang, Lamphun, Phitsanulok, Sukhothai"
1061,0093,2021-06-19,2021-06-19,Chiang Rai
1062,0093,2021-08-23,2021-08-24,"Lampang, Sukhothai"
1063,0093,2021-09-29,2021-09-29,Lampang
1064,0094,2021-08-24,2021-08-24,"Nakhon Pathom, Samut Sakhon"
1065,0094,2021-08-25,2021-08-27,"Lampang, Phayao, Phichit, Phitsanulok, Phrae, Sukhothai"
1066,0094,2021-08-28,2021-08-28,"Pathum Thani, Samut Prakan"
1067,0094,2021-08-29,2021-08-30,"Chon Buri, Rayong"
1068,0095,2021-10-29,2021-10-29,Chiang Mai
1069,0096,2021-03-03,2021-03-03,Nonthaburi
1070,0096,2021-03-04,2021-03-04,"Chachoengsao, Samut Prakan"
1071,0096,2021-03-06,2021-03-06,Nonthaburi
1072,0096,2021-03-06,2021-03-09,"Kanchanaburi, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi, Suphan Buri"
1073,0096,2021-06-12,2021-06-12,Nakhon Pathom
1074,0096,2021-11-25,2021-11-25,Samut Prakan
1075,0096,2021-12-13,2021-12-13,Pathum Thani
1076,0096,2021-12-16,2021-12-16,Nakhon Pathom
1077,0096,2021-12-31,2021-12-31,Nakhon Pathom
1078,0096,2021-12-31,2021-12-31,Samut Prakan
1079,0096,2021-12-31,2022-01-01,"Nakhon Pathom, Phra Nakhon Si Ayutthaya, Ratchaburi, Saraburi, Suphan Buri"
1080,0096,2022-01-01,2022-01-01,Pathum Thani
1081,0096,2022-01-01,2022-01-01,"Nonthaburi, Saraburi"
1082,0096,2022-01-01,2022-01-02,"Pathum Thani, Samut Sakhon"
1083,0096,2022-01-02,2022-01-02,"Phetchaburi, Samut Sakhon, Samut Songkhram"
1084,0096,2022-01-03,2022-01-03,Phetchaburi
1085,0096,2022-01-03,2022-01-03,Sukhothai
1086,0096,2022-01-03,2022-01-03,"Lampang, Pathum Thani"
1087,0096,2022-01-04,2022-01-04,Pathum Thani
1088,0096,2022-01-04,2022-01-04,Samut Prakan
1089,0096,2022-01-04,2022-01-04,Chachoengsao
1090,0096,2022-01-04,2022-01-04,Pathum Thani
1091,0096,2022-01-04,2022-01-04,Samut Sakhon
1092,0096,2022-01-05,2022-01-05,"Phra Nakhon Si Ayutthaya, Samut Sakhon, Samut Songkhram"
1093,0097,2021-03-13,2021-03-13,Nonthaburi
1094,0097,2021-07-08,2021-07-08,"Chiang Mai, Lamphun"
1095,0097,2021-08-04,2021-08-04,Nakhon Pathom
1096,0097,2021-08-05,2021-08-05,Nonthaburi
1097,0097,2021-09-20,2021-09-20,Samut Sakhon
1098,0097,2021-10-17,2021-10-17,Pathum Thani
1099,0098,2021-07-15,2021-07-16,"Bangkok, Samut Sakhon"
1100,0098,2021-11-18,2021-11-18,Bangkok
1101,0098,2021-11-27,2021-11-27,Pathum Thani
1102,0098,2021-12-03,2021-12-03,Bangkok
1103,0098,2021-12-05,2021-12-05,Bangkok
1104,0098,2021-12-20,2021-12-20,Bangkok
1105,0098,2021-12-24,2021-12-24,"Phayao, Phrae"
1106,0098,2021-12-26,2021-12-29,"Pathum Thani, Phitsanulok, Sukhothai"
1107,0098,2021-12-31,2021-12-31,"Bangkok, Samut Sakhon"
1108,0098,2021-12-31,2021-12-31,Chachoengsao
1109,0098,2021-12-31,2022-01-01,"Bangkok, Chachoengsao, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya"
1110,0098,2022-01-01,2022-01-01,"Phitsanulok, Phra Nakhon Si Ayutthaya, Saraburi, Sukhothai"
1111,0098,2022-01-01,2022-01-02,"Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
1112,0098,2022-01-02,2022-01-02,"Bangkok, Chachoengsao, Pathum Thani"
1113,0098,2022-01-03,2022-01-03,Chachoengsao
1114,0098,2022-01-03,2022-01-03,Bangkok
1115,0098,2022-01-03,2022-01-03,"Bangkok, Pathum Thani"
1116,0098,2022-01-03,2022-01-04,"Bangkok, Nonthaburi, Pathum Thani"
1117,0098,2022-01-04,2022-01-04,"Bangkok, Chachoengsao, Chon Buri"
1118,0098,2022-01-05,2022-01-05,"Chanthaburi, Chon Buri, Trat"
1119,0099,2021-09-20,2021-09-20,Lamphun
1120,0099,2021-12-01,2021-12-01,Lamphun
1121,0099,2021-12-01,2021-12-02,"Chiang Rai, Lampang"
1122,0099,2021-12-03,2021-12-03,"Chiang Rai, Lampang, Lamphun"
1123,0099,2021-12-04,2021-12-04,Lamphun
1124,0099,2021-12-31,2021-12-31,"Chiang Rai, Lampang"
1125,0099,2021-12-31,2021-12-31,Lampang
1126,0100,2021-04-10,2021-04-11,"Kanchanaburi, Nakhon Pathom, Ratchaburi, Samut Sakhon, Samut Songkhram, Suphan Buri"
1127,0101,2021-01-02,2021-01-02,Pathum Thani
1128,0101,2021-02-19,2021-02-19,Bangkok
1129,0101,2021-11-15,2021-11-16,"Nakhon Pathom, Ratchaburi"
1130,0101,2021-11-23,2021-11-24,"Bangkok, Pathum Thani, Ratchaburi, Samut Sakhon"
1131,0101,2021-12-29,2021-12-29,Pathum Thani
1132,0101,2021-12-30,2021-12-30,Phra Nakhon Si Ayutthaya
1133,0101,2021-12-31,2021-12-31,"Pathum Thani, Phra Nakhon Si Ayutthaya"
1134,0101,2021-12-31,2022-01-01,"Bangkok, Kanchanaburi, Nakhon Pathom, Ratchaburi, Samut Sakhon"
1135,0101,2022-01-02,2022-01-02,"Bangkok, Nakhon Pathom, Samut Sakhon"
1136,0101,2022-01-02,2022-01-02,"Nakhon Pathom, Phra Nakhon Si Ayutthaya"
1137,0101,2022-01-02,2022-01-03,"Bangkok, Nakhon Pathom, Phetchaburi, Ratchaburi"
1138,0101,2022-01-03,2022-01-03,"Nakhon Pathom, Samut Songkhram"
1139,0101,2022-01-04,2022-01-05,"Bangkok, Nakhon Pathom, Samut Prakan"
1140,0101,2022-01-05,2022-01-05,"Bangkok, Pathum Thani"
1141,0101,2022-01-06,2022-01-06,Pathum Thani
1142,0102,2021-01-31,2021-01-31,"Bangkok, Pathum Thani"
1143,0102,2021-07-28,2021-07-28,Phrae
1144,0102,2021-12-08,2021-12-19,"Chachoengsao, Chiang Rai, Lampang, Samut Prakan"
1145,0102,2021-12-22,2021-12-22,"Chiang Mai, Lampang"
1146,0103,2021-02-09,2021-02-10,"Phetchaburi, Ratchaburi, Samut Sakhon, Samut Songkhram"
1147,0103,2021-02-11,2021-02-11,"Ratchaburi, Samut Sakhon"
1148,0103,2021-02-12,2021-02-12,Samut Prakan
1149,0103,2021-06-14,2021-06-14,Samut Prakan
1150,0103,2021-11-09,2021-11-09,Samut Prakan
1151,0103,2021-11-10,2021-11-10,"Lampang, Lamphun"
1152,0103,2021-12-12,2021-12-12,Suphan Buri
1153,0103,2021-12-17,2021-12-17,Bangkok
1154,0103,2021-12-19,2021-12-23,"Bangkok, Chai Nat, Chiang Mai, Chiang Rai, Lampang, Pathum Thani, Suphan Buri"
1155,0103,2021-12-26,2021-12-26,Suphan Buri
1156,0104,2021-09-22,2021-09-22,Phayao
1157,0104,2021-09-24,2021-09-24,Phrae
1158,0104,2021-09-25,2021-09-25,Chiang Mai
1159,0104,2021-11-29,2021-11-29,Chiang Rai
1160,0104,2021-11-30,2021-11-30,Phrae
1161,0104,2021-12-01,2021-12-01,"Bangkok, Samut Sakhon"
1162,0104,2021-12-23,2021-12-24,"Chiang Mai, Lamphun"
1163,0104,2021-12-24,2021-12-25,"Phayao, Phrae, Sukhothai"
1164,0104,2021-12-28,2021-12-28,Sukhothai
1165,0104,2021-12-31,2021-12-31,"Chiang Mai, Lamphun"
1166,0104,2022-01-01,2022-01-01,"Nakhon Sawan, Phichit"
1167,0104,2022-01-04,2022-01-04,Sukhothai
1168,0104,2022-01-05,2022-01-05,Lamphun
1169,0104,2022-01-07,2022-01-08,"Chiang Mai, Lamphun"
1170,0104,2022-01-08,2022-01-08,Phrae
1171,0105,2021-04-09,2021-04-10,"Kanchanaburi, Nakhon Pathom, Pathum Thani, Phra Nakhon Si Ayutthaya, Suphan Buri"
1172,0105,2021-06-23,2021-06-23,"Nakhon Pathom, Nonthaburi"
1173,0105,2021-08-28,2021-08-28,Nonthaburi
1174,0105,2021-08-29,2021-08-29,"Nonthaburi, Pathum Thani"
1175,0105,2021-11-13,2021-11-13,Samut Prakan
1176,0105,2021-11-15,2021-11-15,Samut Prakan
1177,0105,2021-11-29,2021-11-29,Samut Prakan
1178,0105,2021-11-29,2021-11-29,"Nakhon Pathom, Samut Sakhon"
1179,0105,2021-12-23,2021-12-23,Nonthaburi
1180,0105,2021-12-26,2021-12-26,Samut Prakan
1181,0105,2021-12-27,2021-12-27,Nonthaburi
1182,0105,2021-12-28,2021-12-28,"Chiang Mai, Lamphun"
1183,0105,2021-12-30,2021-12-30,Samut Prakan
1184,0105,2021-12-31,2021-12-31,"Prachin Buri, Samut Prakan"
1185,0105,2022-01-01,2022-01-02,"Ang Thong, Chachoengsao, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Prachin Buri"
1186,0105,2022-01-02,2022-01-02,Sing Buri
1187,0105,2022-01-03,2022-01-03,"Nakhon Pathom, Pathum Thani"
1188,0105,2022-01-04,2022-01-04,"Nakhon Pathom, Nonthaburi"
1189,0105,2022-01-04,2022-01-05,"Phetchaburi, Ratchaburi"
1190,0106,2021-10-10,2021-10-10,"Nakhon Pathom, Nonthaburi"
1191,0106,2021-10-11,2021-10-11,Samut Prakan
1192,0106,2021-10-21,2021-10-21,Nonthaburi
1193,0106,2021-12-05,2021-12-06,"Ang Thong, Chai Nat, Sing Buri"
1194,0106,2021-12-26,2021-12-26,Samut Sakhon
1195,0106,2021-12-26,2021-12-26,Nonthaburi
1196,0106,2021-12-28,2021-12-28,Samut Prakan
1197,0106,2021-12-30,2021-12-31,"Ratchaburi, Samut Sakhon"
1198,0106,2021-12-31,2021-12-31,Suphan Buri
1199,0106,2021-12-31,2021-12-31,"Nakhon Pathom, Samut Sakhon, Suphan Buri"
1200,0106,2021-12-31,2021-12-31,Pathum Thani
1201,0106,2021-12-31,2021-12-31,Nonthaburi
1202,0106,2021-12-31,2022-01-01,"Nakhon Sawan, Nonthaburi, Sing Buri"
1203,0106,2022-01-01,2022-01-01,Nakhon Sawan
1204,0106,2022-01-01,2022-01-01,Samut Prakan
1205,0106,2022-01-01,2022-01-02,"Samut Sakhon, Samut Songkhram, Sing Buri"
1206,0106,2022-01-02,2022-01-02,"Chiang Mai, Chiang Rai, Samut Sakhon"
1207,0106,2022-01-04,2022-01-04,Nonthaburi
1208,0107,2021-08-12,2021-09-18,"Chachoengsao, Pathum Thani"
1209,0107,2021-12-30,2021-12-31,"Samut Sakhon, Samut Songkhram"
1210,0107,2021-12-31,2021-12-31,Samut Sakhon
1211,0107,2021-12-31,2022-01-01,"Nakhon Pathom, Samut Sakhon"
1212,0107,2022-01-01,2022-01-02,"Chon Buri, Rayong"
1213,0108,2021-03-01,2021-03-03,"Nakhon Pathom, Nonthaburi, Phetchaburi, Ratchaburi, Samut Sakhon"
1214,0108,2021-07-25,2021-07-25,Samut Prakan
1215,0108,2021-07-25,2021-07-25,Nonthaburi
1216,0108,2021-07-29,2021-07-29,Nonthaburi
1217,0108,2021-09-14,2021-09-14,"Pathum Thani, Phra Nakhon Si Ayutthaya"
1218,0109,2021-07-13,2021-07-13,Samut Sakhon
1219,0109,2021-10-22,2021-10-22,Samut Prakan
1220,0109,2021-11-14,2021-11-14,Nakhon Pathom
1221,0109,2021-11-30,2021-11-30,Pathum Thani
1222,0109,2021-12-01,2021-12-01,Samut Prakan
1223,0109,2021-12-02,2021-12-02,Samut Prakan
1224,0110,2021-10-01,2021-10-02,"Bangkok, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya"
1225,0110,2021-10-03,2021-10-04,"Bangkok, Samut Prakan"
1226,0110,2021-10-26,2021-10-26,Chanthaburi
1227,0110,2021-10-27,2021-10-27,Bangkok
1228,0110,2021-11-11,2021-11-11,Prachin Buri
1229,0110,2021-12-26,2021-12-26,Bangkok
1230,0110,2021-12-28,2021-12-29,"Chanthaburi, Chon Buri, Rayong"
1231,0110,2021-12-30,2021-12-30,Chanthaburi
1232,0110,2022-01-01,2022-01-01,Chon Buri
1233,0110,2022-01-02,2022-01-02,"Bangkok, Chiang Rai"
1234,0110,2022-01-02,2022-01-02,"Prachin Buri, Samut Prakan"
1235,0110,2022-01-02,2022-01-03,"Chiang Mai, Chiang Rai, Phitsanulok"
1236,0110,2022-01-04,2022-01-04,"Chanthaburi, Sukhothai"
1237,0110,2022-01-04,2022-01-04,"Bangkok, Phrae"
1238,0110,2022-01-04,2022-01-04,"Prachin Buri, Samut Prakan"
1239,0110,2022-01-04,2022-01-04,"Chon Buri, Sukhothai"
1240,0110,2022-01-05,2022-01-05,Samut Prakan
1241,0110,2022-01-05,2022-01-05,Prachin Buri
1242,0110,2022-01-07,2022-01-07,Chon Buri
1243,0110,2022-01-08,2022-01-08,"Chanthaburi, Chon Buri"
1244,0111,2021-01-02,2021-01-02,"Bangkok, Nonthaburi"
1245,0111,2021-01-04,2021-01-05,"Ang Thong, Bangkok, Pathum Thani, Phra Nakhon Si Ayutthaya"
1246,0111,2021-05-24,2021-05-24,Trat
1247,0111,2021-05-26,2021-05-27,"Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
1248,0111,2021-11-16,2021-11-16,Chachoengsao
1249,0111,2021-12-15,2021-12-15,"Chachoengsao, Chon Buri"
1250,0111,2021-12-19,2021-12-19,"Chon Buri, Rayong"
1251,0111,2021-12-24,2021-12-24,Trat
1252,0111,2021-12-25,2021-12-25,Chachoengsao
1253,0111,2021-12-27,2021-12-28,"Chiang Mai, Lampang, Phayao, Sukhothai"
1254,0111,2021-12-29,2021-12-29,Trat
1255,0111,2021-12-31,2022-01-01,"Bangkok, Chachoengsao, Chon Buri, Samut Prakan"
1256,0111,2022-01-01,2022-01-01,"Bangkok, Nonthaburi"
1257,0111,2022-01-02,2022-01-02,"Chachoengsao, Chon Buri, Pathum Thani, Samut Prakan"
1258,0111,2022-01-03,2022-01-03,Chon Buri
1259,0111,2022-01-03,2022-01-03,Trat
1260,0111,2022-01-04,2022-01-06,"Ang Thong, Bangkok, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Samut Prakan"
1261,0111,2022-01-06,2022-01-07,"Chon Buri, Nakhon Sawan, Phichit, Sing Buri"
1262,0111,2022-01-08,2022-01-08,"Chiang Mai, Lamphun"
1263,0112,2021-08-03,2021-08-03,"Samut Sakhon, Samut Songkhram"
1264,0113,2021-11-10,2021-11-10,Nonthaburi
1265,0113,2021-11-11,2021-11-12,"Bangkok, Chachoengsao, Nakhon Pathom, Nonthaburi, Pathum Thani, Samut Prakan, Saraburi"
1266,0113,2021-11-14,2021-11-15,"Ang Thong, Lop Buri, Sing Buri"
1267,0113,2021-11-17,2021-11-17,Suphan Buri
1268,0113,2021-12-08,2021-12-08,Pathum Thani
1269,0113,2021-12-09,2021-12-09,"Lop Buri, Nakhon Sawan, Saraburi, Sing Buri, Suphan Buri"
1270,0113,2021-12-10,2021-12-10,"Ang Thong, Sing Buri"
1271,0113,2021-12-11,2021-12-11,Suphan Buri
1272,0113,2021-12-28,2021-12-28,Suphan Buri
1273,0113,2021-12-31,2021-12-31,"Pathum Thani, Saraburi"
1274,0113,2021-12-31,2021-12-31,Nonthaburi
1275,0113,2021-12-31,2022-01-01,"Bangkok, Pathum Thani"
1276,0113,2022-01-01,2022-01-01,Ang Thong
1277,0113,2022-01-02,2022-01-03,"Ang Thong, Bangkok, Lop Buri, Nakhon Pathom, Phitsanulok, Phrae, Sing Buri, Sukhothai, Suphan Buri"
1278,0113,2022-01-04,2022-01-04,"Chiang Mai, Lamphun"
1279,0113,2022-01-04,2022-01-04,Pathum Thani
1280,0113,2022-01-05,2022-01-06,"Bangkok, Nakhon Pathom, Nonthaburi, Pathum Thani"
1281,0114,2021-10-21,2021-10-22,"Bangkok, Samut Sakhon"
1282,0114,2021-11-30,2021-11-30,Phrae
1283,0114,2021-12-01,2021-12-01,Phayao
1284,0114,2021-12-18,2021-12-19,"Chiang Mai, Chiang Rai, Phayao"
1285,0114,2021-12-23,2021-12-24,"Kanchanaburi, Suphan Buri"
1286,0114,2021-12-25,2021-12-25,Lamphun
1287,0114,2021-12-26,2021-12-26,Chiang Rai
1288,0114,2021-12-27,2021-12-29,"Bangkok, Chiang Rai, Nonthaburi, Phayao, Phrae"
1289,0114,2021-12-30,2021-12-30,Sukhothai
1290,0114,2021-12-31,2021-12-31,Sukhothai
1291,0114,2022-01-01,2022-01-02,"Chiang Mai, Sukhothai"
1292,0114,2022-01-02,2022-01-02,"Chiang Mai, Lamphun"
1293,0114,2022-01-02,2022-01-03,"Chiang Mai, Chiang Rai"
1294,0114,2022-01-03,2022-01-03,Phrae
1295,0114,2022-01-04,2022-01-04,Phrae
1296,0115,2021-04-29,2021-08-28,"Bangkok, Ratchaburi, Suphan Buri"
1297,0115,2021-12-25,2021-12-26,"Ang Thong, Pathum Thani, Phra Nakhon Si Ayutthaya, Saraburi"
1298,0115,2021-12-30,2021-12-31,"Bangkok, Nonthaburi, Pathum Thani"
1299,0115,2022-01-01,2022-01-01,"Kanchanaburi, Nonthaburi, Phra Nakhon Si Ayutthaya, Suphan Buri"
1300,0115,2022-01-01,2022-01-02,"Ang Thong, Lop Buri, Nonthaburi"
1301,0115,2022-01-03,2022-01-03,"Kanchanaburi, Samut Prakan"
1302,0115,2022-01-03,2022-01-03,"Bangkok, Chachoengsao, Pathum Thani, Ratchaburi, Samut Prakan, Samut Sakhon"
1303,0115,2022-01-05,2022-01-06,"Bangkok, Samut Sakhon, Suphan Buri"
1304,0116,2021-01-06,2021-12-13,"Bangkok, Lampang, Nonthaburi"
1305,0116,2021-12-14,2021-12-14,"Chiang Mai, Chiang Rai"
1306,0116,2021-12-18,2021-12-18,Phrae
1307,0116,2021-12-20,2021-12-21,"Bangkok, Nakhon Pathom"
1308,0116,2021-12-24,2021-12-24,Lampang
1309,0117,2021-11-21,2021-11-21,Chai Nat
1310,0117,2021-12-26,2021-12-26,Sing Buri
1311,0117,2021-12-29,2021-12-29,"Chiang Rai, Lampang"
1312,0117,2021-12-30,2021-12-30,Phichit
1313,0117,2021-12-31,2021-12-31,"Phichit, Sing Buri"
1314,0117,2021-12-31,2022-01-01,"Ang Thong, Bangkok, Pathum Thani, Phichit"
1315,0117,2022-01-01,2022-01-01,Sing Buri
1316,0117,2022-01-01,2022-01-01,"Chanthaburi, Phichit, Sing Buri"
1317,0117,2022-01-01,2022-01-01,Lop Buri
1318,0117,2022-01-02,2022-01-02,"Chon Buri, Sing Buri"
1319,0117,2022-01-02,2022-01-02,Chai Nat
1320,0117,2022-01-02,2022-01-03,"Bangkok, Chai Nat, Phichit, Phra Nakhon Si Ayutthaya, Samut Prakan, Suphan Buri"
1321,0117,2022-01-03,2022-01-03,"Kanchanaburi, Pathum Thani"
1322,0117,2022-01-03,2022-01-04,"Bangkok, Ratchaburi, Samut Sakhon, Suphan Buri"
1323,0117,2022-01-04,2022-01-04,Phichit
1324,0117,2022-01-04,2022-01-04,Phichit
1325,0117,2022-01-05,2022-01-05,"Phichit, Phitsanulok"
1326,0117,2022-01-06,2022-01-09,"Bangkok, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Samut Prakan, Samut Sakhon"
1327,0118,2021-08-31,2021-09-01,"Ratchaburi, Samut Sakhon, Samut Songkhram, Sing Buri, Suphan Buri"
1328,0119,2021-12-18,2021-12-18,Nonthaburi
1329,0120,2021-01-02,2021-01-03,"Ratchaburi, Suphan Buri"
1330,0120,2021-01-04,2021-01-04,"Phitsanulok, Sukhothai"
1331,0120,2021-01-05,2021-01-28,"Bangkok, Nakhon Pathom, Nonthaburi, Pathum Thani, Samut Prakan"
1332,0120,2021-01-29,2021-01-29,"Bangkok, Pathum Thani"
1333,0120,2021-01-30,2021-01-30,Samut Songkhram
1334,0120,2021-12-25,2021-12-25,Nakhon Pathom
1335,0120,2021-12-25,2021-12-25,Bangkok
1336,0120,2021-12-27,2021-12-27,"Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya"
1337,0120,2021-12-29,2021-12-29,Samut Songkhram
1338,0120,2021-12-31,2021-12-31,"Bangkok, Ratchaburi"
1339,0120,2021-12-31,2021-12-31,Pathum Thani
1340,0120,2021-12-31,2021-12-31,Ratchaburi
1341,0120,2022-01-01,2022-01-01,Samut Songkhram
1342,0120,2022-01-01,2022-01-01,"Nakhon Pathom, Ratchaburi"
1343,0120,2022-01-01,2022-01-02,"Nakhon Pathom, Phra Nakhon Si Ayutthaya, Suphan Buri"
1344,0120,2022-01-02,2022-01-02,Bangkok
1345,0120,2022-01-02,2022-01-02,Nakhon Pathom
1346,0120,2022-01-02,2022-01-02,Nakhon Pathom
1347,0120,2022-01-03,2022-01-03,Samut Songkhram
1348,0120,2022-01-03,2022-01-04,"Kanchanaburi, Ratchaburi"
1349,0121,2021-01-04,2021-01-04,Sukhothai
1350,0121,2021-10-06,2021-10-06,Phichit
1351,0121,2021-12-11,2021-12-11,Phichit
1352,0121,2021-12-19,2021-12-19,Phichit
1353,0121,2021-12-25,2021-12-25,Phichit
1354,0121,2021-12-27,2021-12-27,Phichit
1355,0121,2021-12-29,2021-12-29,Phichit
1356,0121,2021-12-30,2021-12-30,Phichit
1357,0121,2021-12-31,2021-12-31,"Nonthaburi, Pathum Thani, Phichit, Sukhothai"
1358,0121,2022-01-01,2022-01-01,"Phra Nakhon Si Ayutthaya, Sukhothai"
1359,0121,2022-01-01,2022-01-02,"Lop Buri, Sing Buri, Suphan Buri"
1360,0121,2022-01-02,2022-01-02,"Bangkok, Chiang Mai, Lampang, Samut Sakhon"
1361,0122,2021-09-02,2021-12-10,"Bangkok, Nonthaburi, Pathum Thani, Phra Nakhon Si Ayutthaya, Prachin Buri, Samut Prakan"
1362,0122,2021-12-11,2021-12-11,Prachin Buri
1363,0122,2021-12-12,2021-12-12,"Chanthaburi, Chon Buri"
1364,0122,2021-12-15,2021-12-16,"Bangkok, Chanthaburi, Pathum Thani"
1365,0122,2021-12-21,2021-12-21,"Bangkok, Nakhon Pathom, Samut Sakhon"
1366,0122,2021-12-29,2021-12-29,"Bangkok, Samut Prakan"
1367,0122,2021-12-30,2021-12-30,Prachin Buri
1368,0122,2021-12-31,2021-12-31,Chon Buri
1369,0122,2022-01-01,2022-01-01,"Bangkok, Chanthaburi, Chon Buri, Rayong, Samut Prakan"
1370,0122,2022-01-01,2022-01-01,Nonthaburi
1371,0122,2022-01-01,2022-01-01,"Chanthaburi, Pathum Thani, Prachin Buri, Trat"
1372,0122,2022-01-01,2022-01-02,"Bangkok, Chanthaburi, Phra Nakhon Si Ayutthaya, Saraburi"
1373,0122,2022-01-02,2022-01-02,Samut Prakan
1374,0122,2022-01-02,2022-01-03,"Bangkok, Pathum Thani, Samut Prakan, Samut Sakhon"
1375,0122,2022-01-03,2022-01-03,Saraburi
1376,0122,2022-01-03,2022-01-03,Chon Buri
1377,0122,2022-01-03,2022-01-04,"Chanthaburi, Rayong"
1378,0122,2022-01-04,2022-01-04,"Chanthaburi, Prachin Buri"
1379,0122,2022-01-04,2022-01-05,"Chanthaburi, Samut Prakan, Trat"
1380,0123,2021-10-15,2021-10-15,Phayao
1381,0123,2021-11-19,2021-11-19,"Bangkok, Nakhon Pathom"
1382,0123,2021-12-13,2021-12-13,Lampang
1383,0123,2021-12-18,2021-12-31,"Chiang Mai, Chiang Rai, Lampang"
1384,0123,2022-01-01,2022-01-01,Sukhothai
1385,0123,2022-01-01,2022-01-01,Sukhothai
1386,0123,2022-01-02,2022-01-02,"Chiang Rai, Phayao"
1387,0123,2022-01-04,2022-01-04,"Lampang, Sukhothai"
1388,0123,2022-01-05,2022-01-05,"Kanchanaburi, Lampang, Nakhon Pathom"
1389,0123,2022-01-07,2022-01-08,"Lampang, Lamphun, Phayao"
1390,0123,2022-01-09,2022-01-09,Phayao
1391,0124,2021-03-11,2021-03-11,Nonthaburi
1392,0124,2021-05-20,2021-05-20,Samut Sakhon
1393,0124,2021-09-17,2021-09-17,Samut Sakhon
1394,0124,2021-11-20,2021-11-20,Samut Prakan
1395,0124,2021-12-26,2021-12-26,Samut Prakan
1396,0124,2021-12-27,2021-12-27,"Ratchaburi, Samut Sakhon"
1397,0124,2021-12-29,2021-12-29,"Phetchaburi, Ratchaburi, Samut Sakhon"
1398,0124,2021-12-30,2021-12-31,"Nakhon Sawan, Phichit, Phitsanulok, Sukhothai"
1399,0124,2021-12-31,2021-12-31,Phichit
1400,0124,2021-12-31,2021-12-31,"Nonthaburi, Pathum Thani"
1401,0124,2022-01-01,2022-01-01,"Nakhon Pathom, Ratchaburi, Samut Sakhon, Samut Songkhram, Suphan Buri"
1402,0124,2022-01-01,2022-01-02,"Nakhon Pathom, Nonthaburi"
1403,0124,2022-01-03,2022-01-05,"Nakhon Pathom, Pathum Thani, Phichit, Phitsanulok, Phra Nakhon Si Ayutthaya, Samut Sakhon"
1404,0124,2022-01-05,2022-01-06,"Phichit, Phitsanulok, Samut Sakhon"
1405,0125,2021-01-03,2021-01-04,"Chachoengsao, Chon Buri, Prachin Buri, Samut Prakan"
1406,0125,2021-01-05,2021-01-05,Samut Prakan
1407,0125,2021-01-06,2021-01-06,Samut Sakhon
1408,0125,2021-11-12,2021-11-12,"Nakhon Pathom, Samut Sakhon"
1409,0125,2021-12-06,2021-12-06,Nonthaburi
1410,0125,2021-12-12,2021-12-12,Nonthaburi
1411,0125,2021-12-13,2021-12-13,Nakhon Pathom
1412,0125,2021-12-15,2021-12-16,"Nonthaburi, Pathum Thani"
1413,0125,2021-12-25,2021-12-26,"Chachoengsao, Pathum Thani, Samut Prakan, Saraburi"
1414,0125,2021-12-28,2021-12-28,Samut Prakan
1415,0125,2021-12-29,2021-12-29,"Ratchaburi, Samut Sakhon"
1416,0125,2021-12-31,2021-12-31,Pathum Thani
1417,0125,2022-01-01,2022-01-02,"Chai Nat, Pathum Thani, Phra Nakhon Si Ayutthaya, Samut Prakan, Suphan Buri"
1418,0125,2022-01-02,2022-01-03,"Kanchanaburi, Sing Buri, Suphan Buri"
1419,0125,2022-01-03,2022-01-03,Samut Sakhon
1420,0125,2022-01-03,2022-01-04,"Chai Nat, Nakhon Pathom, Sing Buri, Suphan Buri"
1421,0125,2022-01-05,2022-01-05,Nonthaburi
1422,0126,2021-01-02,2021-01-03,"Bangkok, Nakhon Pathom, Samut Sakhon"
1423,0126,2021-03-27,2021-03-27,Nonthaburi
